t,Σώμα_A,Σώμα_B,Σώμα_C,STATE
,"-5,27","87,03","113,41",
,"-5,27","87,03","112,09",
,"-5,27","87,03","113,41",
,"-13,19","87,03","113,41",
,"-13,19","87,03","113,41",
,"-18,46","87,03","112,09",
,"-21,10","87,03","112,09",
,"-23,74","87,03","109,45",
,"-25,05","87,03","109,45",
,"-27,69","87,03","109,45",
,"-31,65","85,71","106,81",
,"-31,65","84,40","104,18",
,"-32,97","84,40","112,09",
,"-36,92","84,40","109,45",
,"-43,52","81,76","108,13",
,"-46,15","81,76","106,81",
,"-47,47","81,76","105,49",
,"-52,75","71,21","102,86",
,"-58,02","71,21","102,86",
,"-69,89","71,21","105,49",
,"-71,21","69,89","104,18",
,"-72,53","69,89","100,22",
,"-76,48","69,89","100,22",
,"-77,80","68,57","100,22",
,"-88,35","67,25","100,22",
,"-94,95","61,98","101,54",
,"-101,54","61,98","100,22",
,"-106,81","60,66","100,22",
,"-109,45","58,02","98,90",
,"-114,73","55,38","98,90",
,"-125,27","55,38","98,90",
,"-127,91","55,38","93,63",
,"-133,19","55,38","94,95",
,"-139,78","54,07","94,95",
,"-147,69","50,11","89,67",
,"-149,01","44,84","88,35",
,"-155,60","44,84","88,35",
,"-162,20","44,84","88,35",
,"-163,52","44,84","88,35",
,"-180,66","44,84","83,08",
,"-193,85","43,52","89,67",
,"-200,44","43,52","89,67",
,"-208,35","43,52","88,35",
,"-218,90","43,52","85,71",
,"-226,81","42,20","83,08",
,"-236,04","42,20","83,08",
,"-245,27","39,56","81,76",
,"-251,87","39,56","81,76",
,"-278,24","36,92","81,76",
,"-286,15","36,92","81,76",
,"-300,66","35,60","79,12",
,"-309,89","35,60","76,48",
,"-336,26","34,29","76,48",
,"-349,45","32,97","79,12",
,"-366,59","26,37","76,48",
,"-373,19","23,74","75,16",
,"-389,01","23,74","72,53",
,"-407,47","19,78","72,53",
,"-427,25","18,46","65,93",
,"-427,25","11,87","61,98",
,"-447,03","11,87","58,02",
,"-457,03","10,55","58,02",
,"-467,03","10,55","60,66",
,"-477,03","10,55","60,66",
,"-487,03","7,91","59,34",
,"-497,03","0,00","56,70",
,"-507,03","0,00","52,75",
,"-517,03","0,00","52,75",
,"-527,03","-5,27","50,11",
,"-537,03","-5,27","36,92",
,"-547,03","-9,23","42,20",
,"-557,03","-15,82","39,56",
,"-567,03","-18,46","42,20",
,"-577,03","-23,74","39,56",
,"-587,03","-29,01","38,24",
,"-597,03","-27,69","36,92",
,"-607,03","-32,97","26,37",
,"-617,03","-34,29","25,05",
,"-627,03","-39,56","22,42",
,"-637,03","-42,20","19,78",
,"-647,03","-42,20","15,82",
,"-657,03","-47,47","14,51",
,"-667,03","-48,79","14,51",
,"-677,03","-55,38","7,91",
,"-687,03","-59,34","5,27",
,"-697,03","-65,93","2,64",
,"-707,03","-67,25","1,32",
,"-717,03","-71,21","-5,27",
,"-727,03","-80,44","-11,87",
,"-737,03","-92,31","-11,87",
,"-747,03","-97,58","-11,87",
,"-757,03","-122,64","-14,51",
,"-767,03","-126,59","-15,82",
,"-777,03","-129,23","-19,78",
,"-787,03","-131,87","-23,74",
,"-797,03","-137,14","-23,74",
,"-807,03","-142,42","-25,05",
,"-817,03","-142,42","-27,69",
,"-827,03","-151,65","-32,97",
,"-837,03","-170,11","-35,60",
,"-847,03","-181,98","-46,15",
,"-857,03","-181,98","-46,15",
,"-867,03","-207,03","-51,43",
,"-877,03","-234,73","-59,34",
,"-887,03","-238,68","-64,62",
,"-897,03","-245,27","-65,93",
,"-907,03","-261,10","-73,85",
,"-917,03","-261,10","-77,80",
,"-927,03","-280,88","-72,53",
,"-937,03","-291,43","-79,12",
,"-947,03","-307,25","-81,76",
,"-957,03","-323,08","-93,63",
,"-967,03","-344,18","-102,86",
,"-977,03","-353,41","-108,13",
,"-987,03","-374,51","-118,68",
,"-997,03","-383,74","-122,64",
,"-1007,03","-393,24","-135,82",
,"-1017,03","-402,74","-141,10",
,"-1027,03","-412,24","-146,37",
,"-1037,03","-421,74","-151,65",
,"-1047,03","-431,24","-171,43",
,"-1057,03","-440,74","-184,62",
,"-1067,03","-450,24","-197,80",
,"-1077,03","-459,74","-208,35",
,"-1087,03","-469,24","-222,86",
,"-1097,03","-478,74","-254,51",
,"-1107,03","-488,24","-259,78",
,"-1117,03","-497,74","-272,97",
,"-1127,03","-507,24","-276,92",
,"-1137,03","-516,74","-296,70",
,"-1147,03","-526,24","-313,85",
,"-1157,03","-535,74","-334,95",
,"-1167,03","-545,24","-349,45",
,"-1177,03","-554,74","-403,52",
,"-1187,03","-564,24","-400,88",
,"-1197,03","-573,74","-415,38",
